From	To	Species	Gene Name
RPE	B1KX52	Clostridium botulinum	CLM_2802; CLK_1884; CLD_2135; CLI_2563; CLH_1174; CLJ_B2732; CLB_2375; CLL_A1223; CLC_2357
RPE	A5I4T0	Clostridium botulinum	CLM_2802; CLK_1884; CLD_2135; CLI_2563; CLH_1174; CLJ_B2732; CLB_2375; CLL_A1223; CLC_2357
RPE	A7G5Y5	Clostridium botulinum	CLM_2802; CLK_1884; CLD_2135; CLI_2563; CLH_1174; CLJ_B2732; CLB_2375; CLL_A1223; CLC_2357
RPE	B2V4B9	Clostridium botulinum	CLM_2802; CLK_1884; CLD_2135; CLI_2563; CLH_1174; CLJ_B2732; CLB_2375; CLL_A1223; CLC_2357
RPE	B1IIL3	Clostridium botulinum	CLM_2802; CLK_1884; CLD_2135; CLI_2563; CLH_1174; CLJ_B2732; CLB_2375; CLL_A1223; CLC_2357
RPE	A7FW68	Clostridium botulinum	CLM_2802; CLK_1884; CLD_2135; CLI_2563; CLH_1174; CLJ_B2732; CLB_2375; CLL_A1223; CLC_2357
RPE	A7GG88	Clostridium botulinum	CLM_2802; CLK_1884; CLD_2135; CLI_2563; CLH_1174; CLJ_B2732; CLB_2375; CLL_A1223; CLC_2357
RPE	C3L0K3	Clostridium botulinum	CLM_2802; CLK_1884; CLD_2135; CLI_2563; CLH_1174; CLJ_B2732; CLB_2375; CLL_A1223; CLC_2357
RPE	B2THS5	Clostridium botulinum	CLM_2802; CLK_1884; CLD_2135; CLI_2563; CLH_1174; CLJ_B2732; CLB_2375; CLL_A1223; CLC_2357
RPE	Q5ZXR7	Legionella pneumophila	LPC_2628; lpl0701; lpg0664; lpp0721
RPE	A5IGP3	Legionella pneumophila	LPC_2628; lpl0701; lpg0664; lpp0721
RPE	Q5X784	Legionella pneumophila	LPC_2628; lpl0701; lpg0664; lpp0721
RPE	Q5WYN5	Legionella pneumophila	LPC_2628; lpl0701; lpg0664; lpp0721
RPE	C4ZUP1	Escherichia coli BW2952	BWG_3077
RPE	Q8RD62	Thermoanaerobacter tengcongensis	TTE0185
RPE	Q38XT1	Lactobacillus sakei	LSA0694
RPE	Q6NH25	Corynebacterium diphtheriae	DIP1320
RPE	B2FKL8	Stenotrophomonas maltophilia	Smlt4316
RPE	Q87EX7	Xylella fastidiosa	PD0168
RPE	Q2GLW0	Anaplasma phagocytophilum	APH_0002
RPE	Q9A1H8	Streptococcus pyogenes	SpyM3_0192; M5005_Spy_0224; Spy49_0224; MGAS2096_Spy0242; MGAS9429_Spy0226; M28_Spy0218; SpyM50203; MGAS10750_Spy0219; MGAS10270_Spy0224; SPy_0264
RPE	Q8K8N4	Streptococcus pyogenes	SpyM3_0192; M5005_Spy_0224; Spy49_0224; MGAS2096_Spy0242; MGAS9429_Spy0226; M28_Spy0218; SpyM50203; MGAS10750_Spy0219; MGAS10270_Spy0224; SPy_0264
RPE	Q79YJ3	Streptococcus pyogenes	SpyM3_0192; M5005_Spy_0224; Spy49_0224; MGAS2096_Spy0242; MGAS9429_Spy0226; M28_Spy0218; SpyM50203; MGAS10750_Spy0219; MGAS10270_Spy0224; SPy_0264
RPE	Q1J8J2	Streptococcus pyogenes	SpyM3_0192; M5005_Spy_0224; Spy49_0224; MGAS2096_Spy0242; MGAS9429_Spy0226; M28_Spy0218; SpyM50203; MGAS10750_Spy0219; MGAS10270_Spy0224; SPy_0264
RPE	B5XJQ3	Streptococcus pyogenes	SpyM3_0192; M5005_Spy_0224; Spy49_0224; MGAS2096_Spy0242; MGAS9429_Spy0226; M28_Spy0218; SpyM50203; MGAS10750_Spy0219; MGAS10270_Spy0224; SPy_0264
RPE	Q490X5	Streptococcus pyogenes	SpyM3_0192; M5005_Spy_0224; Spy49_0224; MGAS2096_Spy0242; MGAS9429_Spy0226; M28_Spy0218; SpyM50203; MGAS10750_Spy0219; MGAS10270_Spy0224; SPy_0264
RPE	Q1JDL4	Streptococcus pyogenes	SpyM3_0192; M5005_Spy_0224; Spy49_0224; MGAS2096_Spy0242; MGAS9429_Spy0226; M28_Spy0218; SpyM50203; MGAS10750_Spy0219; MGAS10270_Spy0224; SPy_0264
RPE	Q1JIN4	Streptococcus pyogenes	SpyM3_0192; M5005_Spy_0224; Spy49_0224; MGAS2096_Spy0242; MGAS9429_Spy0226; M28_Spy0218; SpyM50203; MGAS10750_Spy0219; MGAS10270_Spy0224; SPy_0264
RPE	A2RCH4	Streptococcus pyogenes	SpyM3_0192; M5005_Spy_0224; Spy49_0224; MGAS2096_Spy0242; MGAS9429_Spy0226; M28_Spy0218; SpyM50203; MGAS10750_Spy0219; MGAS10270_Spy0224; SPy_0264
RPE	Q48VC4	Streptococcus pyogenes	SpyM3_0192; M5005_Spy_0224; Spy49_0224; MGAS2096_Spy0242; MGAS9429_Spy0226; M28_Spy0218; SpyM50203; MGAS10750_Spy0219; MGAS10270_Spy0224; SPy_0264
RPE	Q1JNI5	Streptococcus pyogenes	SpyM3_0192; M5005_Spy_0224; Spy49_0224; MGAS2096_Spy0242; MGAS9429_Spy0226; M28_Spy0218; SpyM50203; MGAS10750_Spy0219; MGAS10270_Spy0224; SPy_0264
RPE	A0RPA3	Campylobacter fetus	CFF8240_0861
RPE	B7I6E1	Acinetobacter baumannii	AB57_0753; ABAYE3114; ABBFA_002913; ABSDF2817
RPE	B0V7Q9	Acinetobacter baumannii	AB57_0753; ABAYE3114; ABBFA_002913; ABSDF2817
RPE	B7GZG8	Acinetobacter baumannii	AB57_0753; ABAYE3114; ABBFA_002913; ABSDF2817
RPE	B0VUQ1	Acinetobacter baumannii	AB57_0753; ABAYE3114; ABBFA_002913; ABSDF2817
RPE	Q6HEV5	Bacillus thuringiensis	BT9727_3601
RPE	Q53TV9	Homo sapiens	rcRPE; ribulose-5-phosphate-3-epimerase
RPE	Q2QD12	Homo sapiens	rcRPE; ribulose-5-phosphate-3-epimerase
RPE	Q96N34	Homo sapiens	rcRPE; ribulose-5-phosphate-3-epimerase
RPE	Q4G1Y9	Homo sapiens	rcRPE; ribulose-5-phosphate-3-epimerase
RPE	Q96AT9	Homo sapiens	rcRPE; ribulose-5-phosphate-3-epimerase
RPE	A8K4S0	Homo sapiens	rcRPE; ribulose-5-phosphate-3-epimerase
RPE	Q9BSB5	Homo sapiens	rcRPE; ribulose-5-phosphate-3-epimerase
RPE	Q8N215	Homo sapiens	rcRPE; ribulose-5-phosphate-3-epimerase
RPE	O43767	Homo sapiens	rcRPE; ribulose-5-phosphate-3-epimerase
RPE	Q1GBA9	Lactobacillus delbrueckii	Ldb0530
RPE	Q73H61	Wolbachia endosymbiont of Drosophila melanogaster	WD0712
RPE	Q2GE71	Neorickettsia sennetsu	NSE_0336
RPE	Q9SAU2	Arabidopsis thaliana	AT5G61410
RPE	A6SUI0	Janthinobacterium sp. Marseille	mma_0237
RPE	A5EVK2	Dichelobacter nodosus	DNO_0540
RPE	A0QI14	Mycobacterium avium	MAV_3370; MAP1135
RPE	Q741F6	Mycobacterium avium	MAV_3370; MAP1135
RPE	A5VQ28	Brucella ovis	BOV_0842
RPE	Q664M3	Yersinia pseudotuberculosis	YpsIP31758_3962; YPTB3746
RPE	A7FNT2	Yersinia pseudotuberculosis	YpsIP31758_3962; YPTB3746
RPE	Q6G341	Bartonella henselae	BH09680
RPE	A6UZB1	Pseudomonas aeruginosa	PA14_07910; PA0607; PLES_06041; PSPA7_0751
RPE	Q02TF6	Pseudomonas aeruginosa	PA14_07910; PA0607; PLES_06041; PSPA7_0751
RPE	B7V4J3	Pseudomonas aeruginosa	PA14_07910; PA0607; PLES_06041; PSPA7_0751
RPE	Q9I5T1	Pseudomonas aeruginosa	PA14_07910; PA0607; PLES_06041; PSPA7_0751
RPE	B2GGU1	Kocuria rhizophila	KRH_11670
RPE	B1I8T5	Streptococcus pneumoniae	SPH_2124; SP70585_2054; SPT_1962; SPD_1780; SPN23F_20030; SPG_1884; spr1797; SPJ_1975; SPCG_1946
RPE	B5E2H4	Streptococcus pneumoniae	SPH_2124; SP70585_2054; SPT_1962; SPD_1780; SPN23F_20030; SPG_1884; spr1797; SPJ_1975; SPCG_1946
RPE	C1CA27	Streptococcus pneumoniae	SPH_2124; SP70585_2054; SPT_1962; SPD_1780; SPN23F_20030; SPG_1884; spr1797; SPJ_1975; SPCG_1946
RPE	B8ZNY7	Streptococcus pneumoniae	SPH_2124; SP70585_2054; SPT_1962; SPD_1780; SPN23F_20030; SPG_1884; spr1797; SPJ_1975; SPCG_1946
RPE	B2IM65	Streptococcus pneumoniae	SPH_2124; SP70585_2054; SPT_1962; SPD_1780; SPN23F_20030; SPG_1884; spr1797; SPJ_1975; SPCG_1946
RPE	C1CTN7	Streptococcus pneumoniae	SPH_2124; SP70585_2054; SPT_1962; SPD_1780; SPN23F_20030; SPG_1884; spr1797; SPJ_1975; SPCG_1946
RPE	C1CGR3	Streptococcus pneumoniae	SPH_2124; SP70585_2054; SPT_1962; SPD_1780; SPN23F_20030; SPG_1884; spr1797; SPJ_1975; SPCG_1946
RPE	Q04II6	Streptococcus pneumoniae	SPH_2124; SP70585_2054; SPT_1962; SPD_1780; SPN23F_20030; SPG_1884; spr1797; SPJ_1975; SPCG_1946
RPE	Q8DND5	Streptococcus pneumoniae	SPH_2124; SP70585_2054; SPT_1962; SPD_1780; SPN23F_20030; SPG_1884; spr1797; SPJ_1975; SPCG_1946
RPE	Q7NA59	Photorhabdus luminescens	plu0086
RPE	C1B4K6	Rhodococcus opacus B4	ROP_69480
RPE	Q7UX51	Rhodopirellula baltica	RB1561
RPE	B2HP62	Mycobacterium marinum	MMAR_2217
RPE	P0AG08	Escherichia coli	Ribulose-phosphate 3-epimerase
RPE	P0AG09	Escherichia coli	Ribulose-phosphate 3-epimerase
RPE	B7L4R3	Escherichia coli	Ribulose-phosphate 3-epimerase
RPE	P0AG07	Escherichia coli	Ribulose-phosphate 3-epimerase
RPE	B7MCZ7	Escherichia coli	Ribulose-phosphate 3-epimerase
RPE	Q2M751	Escherichia coli	Ribulose-phosphate 3-epimerase
RPE	B1LHI1	Escherichia coli	Ribulose-phosphate 3-epimerase
RPE	B7N118	Escherichia coli	Ribulose-phosphate 3-epimerase
RPE	P32661	Escherichia coli	Ribulose-phosphate 3-epimerase
RPE	B7NME9	Escherichia coli	Ribulose-phosphate 3-epimerase
RPE	A8A5J3	Escherichia coli	Ribulose-phosphate 3-epimerase
RPE	B7UK91	Escherichia coli	Ribulose-phosphate 3-epimerase
RPE	A1AGR3	Escherichia coli	Ribulose-phosphate 3-epimerase
RPE	B5YTT5	Escherichia coli	Ribulose-phosphate 3-epimerase
RPE	Q1R5Q1	Escherichia coli	Ribulose-phosphate 3-epimerase
RPE	B1X733	Escherichia coli	Ribulose-phosphate 3-epimerase
RPE	A7ZSR1	Escherichia coli	Ribulose-phosphate 3-epimerase
RPE	B7M1T8	Escherichia coli	Ribulose-phosphate 3-epimerase
RPE	B7NDZ0	Escherichia coli	Ribulose-phosphate 3-epimerase
RPE	A0KN25	Aeromonas hydrophila	AHA_3185
RPE	Q8DGE8	Thermosynechococcus elongatus	tll2369
RPE	Q7U771	Synechococcus sp. WH 8102	SYNW1115
RPE	A8ET46	Arcobacter butzleri	Abu_0860
RPE	Q16B82	Roseobacter denitrificans	RD1_1105
RPE	B0JKD7	Microcystis aeruginosa	MAE_61690
RPE	Q7VGH5	Helicobacter hepaticus	HH1346
RPE	C1CMS9	Streptococcus pneumoniae P1031	SPP_2003
RPE	Q2S6L6	Salinibacter ruber	SRU_0007
RPE	Q8DXS0	Streptococcus agalactiae	SAG1776; SAK_1798
RPE	Q3JZA8	Streptococcus agalactiae	SAG1776; SAK_1798
RPE	Q8KBW2	Chlorobaculum tepidum	CT1670
RPE	B1XNF6	Synechococcus sp. PCC 7002	SYNPCC7002_A0324
RPE	A4FBK1	Saccharopolyspora erythraea	SACE_2120
RPE	Q1CYV1	Myxococcus xanthus	MXAN_6297
RPE	Q2SSL7	Mycoplasma capricolum	MCAP_0260
RPE	B3PLP6	Cellvibrio japonicus	CJA_2666
RPE	A6Q1S5	Nitratiruptor sp. SB155-2	NIS_0320
RPE	C5AVM6	Methylobacterium extorquens	MexAM1_META1p0768
RPE	Q9JSI5	Chlamydophila pneumoniae	Ribulose-phosphate 3-epimerase
RPE	Q9Z8Z9	Chlamydophila pneumoniae	Ribulose-phosphate 3-epimerase
RPE	Q9JQL0	Chlamydophila pneumoniae	Ribulose-phosphate 3-epimerase
RPE	Q728S2	Desulfovibrio vulgaris	DVU2531
RPE	Q4FNU8	Candidatus Pelagibacter ubique	SAR11_0317
RPE	C0QI58	Desulfobacterium autotrophicum	HRM2_27020
RPE	Q254Q9	Chlamydophila felis	CF0457
RPE	Q3BYD0	Xanthomonas euvesicatoria	XCV0502
RPE	C1D6T3	Laribacter hongkongensis	LHK_01199
RPE	A0PPL1	Mycobacterium ulcerans	MUL_1804
RPE	A3NDY8	Burkholderia pseudomallei	BURPSPAST_P0353; GBP346_A3728; BURPS1655_E0235; BURPSS13_S0214; BURPS1710b_3573; BURPS406E_I0676; BURPS668_3554; BURPS1106A_3581
RPE	C4KVY8	Burkholderia pseudomallei	BURPSPAST_P0353; GBP346_A3728; BURPS1655_E0235; BURPSS13_S0214; BURPS1710b_3573; BURPS406E_I0676; BURPS668_3554; BURPS1106A_3581
RPE	A3NZP1	Burkholderia pseudomallei	BURPSPAST_P0353; GBP346_A3728; BURPS1655_E0235; BURPSS13_S0214; BURPS1710b_3573; BURPS406E_I0676; BURPS668_3554; BURPS1106A_3581
RPE	Q3JNB5	Burkholderia pseudomallei	BURPSPAST_P0353; GBP346_A3728; BURPS1655_E0235; BURPSS13_S0214; BURPS1710b_3573; BURPS406E_I0676; BURPS668_3554; BURPS1106A_3581
RPE	B1WR91	Cyanothece sp. ATCC 51142	cce_0798
RPE	A7NDE2	Francisella tularensis	FTW_0586; FTH_1395; FTF0789; FTA_1520; FTT0789; FTM_1049
RPE	Q0BL15	Francisella tularensis	FTW_0586; FTH_1395; FTF0789; FTA_1520; FTT0789; FTM_1049
RPE	A4IX42	Francisella tularensis	FTW_0586; FTH_1395; FTF0789; FTA_1520; FTT0789; FTM_1049
RPE	B2SGV0	Francisella tularensis	FTW_0586; FTH_1395; FTF0789; FTA_1520; FTT0789; FTM_1049
RPE	Q14I48	Francisella tularensis	FTW_0586; FTH_1395; FTF0789; FTA_1520; FTT0789; FTM_1049
RPE	Q5NGP6	Francisella tularensis	FTW_0586; FTH_1395; FTF0789; FTA_1520; FTT0789; FTM_1049
RPE	B7FRG3	Phaeodactylum tricornutum	PHATRDRAFT_53935
RPE	Q6FZJ5	Bartonella quintana	BQ07440
RPE	Q7VU62	Bordetella pertussis	BP3266
RPE	Q3A7Z1	Pelobacter carbinolicus	Pcar_0240
RPE	A9HY17	Bordetella petrii	Bpet0322
RPE	Q3YWN7	Shigella sonnei	SSON_3517
RPE	A8LKF6	Dinoroseobacter shibae	Dshi_3006
RPE	Q6LY77	Methanococcus maripaludis	MMP1114
RPE	Q5WFL2	Bacillus clausii	ABC2313
RPE	Q8PD84	Xanthomonas campestris	XCC0455; xccb100_0491
RPE	B0RMZ0	Xanthomonas campestris	XCC0455; xccb100_0491
RPE	A1UT40	Bartonella bacilliformis	BARBAKC583_0856
RPE	B2VJW4	Erwinia tasmaniensis	ETA_32020
RPE	C3MCK9	Rhizobium sp. NGR234	NGR_c15200
RPE	Q9ZJ75	Helicobacter pylori	Ribulose-phosphate 3-epimerase
RPE	B6JP44	Helicobacter pylori	Ribulose-phosphate 3-epimerase
RPE	Q32AJ8	Shigella dysenteriae	SDY_3693
RPE	A9AJ38	Burkholderia multivorans	BMULJ_00375
RPE	Q73JH8	Treponema denticola	TDE2597
RPE	Q88QS3	Pseudomonas putida	PP_0415
RPE	Q7VRN4	Candidatus Blochmannia floridanus	Bfl570
RPE	B0SR65	Leptospira biflexa	LEPBI_I1659; LBF_1609
RPE	B0S8N6	Leptospira biflexa	LEPBI_I1659; LBF_1609
RPE	Q1LU63	Candidatus Baumannia cicadellinicola	BCI_0022
RPE	Q7NW08	Chromobacterium violaceum	CV_2182
RPE	Q3MIF0	Rattus norvegicus	ribulose-5-phosphate-3-epimerase
RPE	A9NEU9	Acholeplasma laidlawii	ACL_0253
RPE	A4G1P9	Herminiimonas arsenicoxydans	HEAR0202
RPE	C1DV91	Sulfurihydrogenibium azorense	SULAZ_1055
RPE	Q88A31	Pseudomonas syringae group genomosp. 3	PSPTO_0566
RPE	B9DPK5	Staphylococcus carnosus	Sca_0842
RPE	Q827P4	Streptomyces avermitilis	SAV_6880
RPE	C0RII3	Brucella melitensis	BMEA_A0888
RPE	Q2K7Y6	Rhizobium etli	RHECIAT_CH0002380; RHE_CH02270
RPE	B3PP48	Rhizobium etli	RHECIAT_CH0002380; RHE_CH02270
RPE	Q04SW0	Leptospira borgpetersenii	LBJ_1437; LBL_1661
RPE	Q050Y4	Leptospira borgpetersenii	LBJ_1437; LBL_1661
RPE	Q57DQ6	Brucella abortus	BruAb1_0862; BAB1_0869
RPE	Q2YNI8	Brucella abortus	BruAb1_0862; BAB1_0869
RPE	B6JDV1	Oligotropha carboxidovorans	OCAR_5463
RPE	C6AE33	Bartonella grahamii as4aup	Bgr_11950
RPE	Q5HPW9	Staphylococcus epidermidis	SERP0788
RPE	A1A1J1	Bifidobacterium adolescentis	BAD_0793
RPE	A9MAM5	Brucella canis	BCAN_A0863
RPE	A1JSC9	Yersinia enterocolitica	YE3971
RPE	C0QVS7	Brachyspira hyodysenteriae	BHWA1_00002
RPE	Q7VKH8	Haemophilus ducreyi	HD1929
RPE	C3PG29	Corynebacterium aurimucosum	cauri_1190
RPE	Q1IG06	Pseudomonas entomophila	PSEEN0442
RPE	Q5E2G3	Vibrio fischeri	VFMJ11_2400; VF_2288
RPE	B5FBM8	Vibrio fischeri	VFMJ11_2400; VF_2288
RPE	Q65Q23	Mannheimia succiniciproducens	MS2330
RPE	C1D1F4	Deinococcus deserti	Deide_08110
RPE	Q5M2L8	Streptococcus thermophilus	str1797; stu1797
RPE	Q5LY14	Streptococcus thermophilus	str1797; stu1797
RPE	B0BSZ2	Actinobacillus pleuropneumoniae	APJL_1856; APL_1820
RPE	A3N3B6	Actinobacillus pleuropneumoniae	APJL_1856; APL_1820
RPE	B2GUJ5	Xenopus (Silurana) tropicalis	hypothetical protein LOC100158597
RPE	Q7W392	Bordetella parapertussis	BPP4154
RPE	Q9JZ85	Neisseria meningitidis	NMB1244; NMC1145; NMCC_1125
RPE	A1KU53	Neisseria meningitidis	NMB1244; NMC1145; NMCC_1125
RPE	A9LZC4	Neisseria meningitidis	NMB1244; NMC1145; NMCC_1125
RPE	A1R5R4	Arthrobacter aurescens	AAur_1824
RPE	A9KB90	Coxiella burnetii	CBUD_0103; COXBURSA331_A2074; CbuG_0247; CbuK_0172; CBU_1872
RPE	A9NAW2	Coxiella burnetii	CBUD_0103; COXBURSA331_A2074; CbuG_0247; CbuK_0172; CBU_1872
RPE	B6J485	Coxiella burnetii	CBUD_0103; COXBURSA331_A2074; CbuG_0247; CbuK_0172; CBU_1872
RPE	B6J3G2	Coxiella burnetii	CBUD_0103; COXBURSA331_A2074; CbuG_0247; CbuK_0172; CBU_1872
RPE	Q83AL2	Coxiella burnetii	CBUD_0103; COXBURSA331_A2074; CbuG_0247; CbuK_0172; CBU_1872
RPE	Q492A6	Candidatus Blochmannia pennsylvanicus	BPEN_590
RPE	Q88WK8	Lactobacillus plantarum	lp_1621
RPE	Q1JPJ3	Bos taurus	ribulose-5-phosphate-3-epimerase
RPE	A5D7P1	Bos taurus	ribulose-5-phosphate-3-epimerase
RPE	Q83GE6	Tropheryma whipplei	TW413; TWT357
RPE	Q83HT4	Tropheryma whipplei	TW413; TWT357
RPE	C3LRT6	Vibrio cholerae	A33_2562; VC395_2738; VC0395_A2202; VCV51_1760; VCM66_2545; VCRC385_1723
RPE	C1DIV2	Azotobacter vinelandii	Avin_46660
RPE	Q0VMV8	Alcanivorax borkumensis	ABO_2042
RPE	A1VYG7	Campylobacter jejuni	C8J_0424; CJE0501; CJJ81176_0476; JJD26997_1488
RPE	A8FKN6	Campylobacter jejuni	C8J_0424; CJE0501; CJJ81176_0476; JJD26997_1488
RPE	Q5HW16	Campylobacter jejuni	C8J_0424; CJE0501; CJJ81176_0476; JJD26997_1488
RPE	A7H4T1	Campylobacter jejuni	C8J_0424; CJE0501; CJJ81176_0476; JJD26997_1488
RPE	A4YRX6	Bradyrhizobium sp. ORS278	BRADO2842
RPE	B5Y7I5	Coprothermobacter proteolyticus	COPRO5265_0366
RPE	Q6MD57	Candidatus Protochlamydia amoebophila	pc0768
RPE	Q7WEL0	Bordetella bronchiseptica	BB4624
RPE	B5YF40	Dictyoglomus thermophilum	DICTH_1329
RPE	B7GGG3	Anoxybacillus flavithermus	Aflv_1784
RPE	A6H188	Flavobacterium psychrophilum	FP2049
RPE	A0Q787	Francisella novicida	FTN_1221
RPE	Q604G2	Methylococcus capsulatus	MCA2582
RPE	Q5LVC3	Ruegeria pomeroyi	SPO0779
RPE	Q0RF91	Frankia alni	FRAAL5223
RPE	Q5R5Y2	Pongo abelii	ribulose-5-phosphate-3-epimerase
RPE	Q0SZT2	Shigella flexneri	Ribulose-phosphate 3-epimerase
RPE	P0AG10	Shigella flexneri	Ribulose-phosphate 3-epimerase
RPE	P32661	Shigella flexneri	Ribulose-phosphate 3-epimerase
RPE	C0ZFZ1	Brevibacillus brevis NBRC 100599	BBR47_37230
RPE	Q4FQZ5	Psychrobacter arcticus	Psyc_1715
RPE	B4RCX8	Phenylobacterium zucineum	PHZ_c3501
RPE	B8DUC1	Bifidobacterium animalis	BLA_1313
RPE	Q4A6T1	Mycoplasma synoviae	MS53_0119
RPE	A5D1A8	Pelotomaculum thermopropionicum	PTH_1779
RPE	Q0S0K5	Rhodococcus jostii	RHA1_ro07167
RPE	C4K6Q6	Candidatus Hamiltonella defensa	HDEF_1637
RPE	B8F7K8	Haemophilus parasuis	HAPS_1800
RPE	B4TKQ9	Salmonella enterica	Putative epimerase lsrE
RPE	Q7C5U7	Salmonella enterica	Putative epimerase lsrE
RPE	Q57HD7	Salmonella enterica	Putative epimerase lsrE
RPE	B5FJQ6	Salmonella enterica	Putative epimerase lsrE
RPE	B4TY43	Salmonella enterica	Putative epimerase lsrE
RPE	Q8Z203	Salmonella enterica	Putative epimerase lsrE
RPE	B5R7N1	Salmonella enterica	Putative epimerase lsrE
RPE	Q57IZ1	Salmonella enterica	Putative epimerase lsrE
RPE	B5F8J7	Salmonella enterica	Putative epimerase lsrE
RPE	C0Q0F8	Salmonella enterica	Putative epimerase lsrE
RPE	B4TGU4	Salmonella enterica	Putative epimerase lsrE
RPE	B5R2D2	Salmonella enterica	Putative epimerase lsrE
RPE	Q5PLX5	Salmonella enterica	Putative epimerase lsrE
RPE	Q8ZLK4	Salmonella enterica	Putative epimerase lsrE
RPE	B4SVI5	Salmonella enterica	Putative epimerase lsrE
RPE	B6EM47	Aliivibrio salmonicida	VSAL_I2726
RPE	A1KAT7	Azoarcus sp. BH72	azo3327
RPE	B6IPN4	Rhodospirillum centenum	RC1_2350
RPE	Q7MUD4	Porphyromonas gingivalis	PG1595
RPE	Q91VZ4	Mus musculus	ribulose-5-phosphate-3-epimerase
RPE	Q8VEE0	Mus musculus	ribulose-5-phosphate-3-epimerase
RPE	Q3UDM8	Mus musculus	ribulose-5-phosphate-3-epimerase
RPE	Q9CQZ3	Mus musculus	ribulose-5-phosphate-3-epimerase
RPE	Q9BSB5	Mus musculus	ribulose-5-phosphate-3-epimerase
RPE	Q62505	Mus musculus	ribulose-5-phosphate-3-epimerase
RPE	B2KGE9	Mus musculus	ribulose-5-phosphate-3-epimerase
RPE	Q8C130	Mus musculus	ribulose-5-phosphate-3-epimerase
RPE	Q6FEA8	Acinetobacter sp. ADP1	ACIAD0685
RPE	Q81WH8	Bacillus anthracis	BA3998; BAA_4022; GBAA3998; BAMEG_0633
RPE	Q6KNW0	Bacillus anthracis	BA3998; BAA_4022; GBAA3998; BAMEG_0633
RPE	C3L767	Bacillus anthracis	BA3998; BAA_4022; GBAA3998; BAMEG_0633
RPE	Q6HUM6	Bacillus anthracis	BA3998; BAA_4022; GBAA3998; BAMEG_0633
RPE	C3P631	Bacillus anthracis	BA3998; BAA_4022; GBAA3998; BAMEG_0633
RPE	B0C6K9	Acaryochloris marina	AM1_1399
RPE	Q4QMX9	Haemophilus influenzae	NTHI0698
RPE	Q17V55	Helicobacter acinonychis	Hac_1779
RPE	Q0K6I5	Cupriavidus necator	H16_A3317
RPE	C0ZZE2	Rhodococcus erythropolis	RER_30190
RPE	Q1MG37	Rhizobium leguminosarum	RL2598
RPE	B3PN78	Mycoplasma arthritidis	MARTH_orf719
RPE	B0TGT5	Heliobacterium modesticaldum	HM1_2140
RPE	A8AUQ8	Streptococcus gordonii	SGO_0198
RPE	C0QUQ9	Persephonella marina	PERMA_0635
RPE	A1UW95	Burkholderia mallei	BMA10399_H0181; BMA10229_0938; BMA721280_J0079; BMA10247_A1908; BMAJHU_E0534; BMAA0535; BMAFMH_K0503; BMASAVP1_0642
RPE	A3MFP9	Burkholderia mallei	BMA10399_H0181; BMA10229_0938; BMA721280_J0079; BMA10247_A1908; BMAJHU_E0534; BMAA0535; BMAFMH_K0503; BMASAVP1_0642
RPE	A2RYH8	Burkholderia mallei	BMA10399_H0181; BMA10229_0938; BMA721280_J0079; BMA10247_A1908; BMAJHU_E0534; BMAA0535; BMAFMH_K0503; BMASAVP1_0642
RPE	Q62DC5	Burkholderia mallei	BMA10399_H0181; BMA10229_0938; BMA721280_J0079; BMA10247_A1908; BMAJHU_E0534; BMAA0535; BMAFMH_K0503; BMASAVP1_0642
RPE	Q48NS3	Pseudomonas savastanoi	PSPPH_0647
RPE	Q5N3L0	Synechococcus elongatus	syc0920_c
RPE	B9JFN9	Agrobacterium tumefaciens	Arad_9636; Atu1839; Arad_2566; Arad_2059
RPE	A9CIK1	Agrobacterium tumefaciens	Arad_9636; Atu1839; Arad_2566; Arad_2059
RPE	B9JL47	Agrobacterium tumefaciens	Arad_9636; Atu1839; Arad_2566; Arad_2059
RPE	B9JEC1	Agrobacterium tumefaciens	Arad_9636; Atu1839; Arad_2566; Arad_2059
RPE	Q1MRV2	Lawsonia intracellularis	LI0218
RPE	Q5FF46	Ehrlichia ruminantium	ERGA_CDS_00460; ERWE_CDS_00470; Erum0560
RPE	Q5FCH9	Ehrlichia ruminantium	ERGA_CDS_00460; ERWE_CDS_00470; Erum0560
RPE	Q5HCC1	Ehrlichia ruminantium	ERGA_CDS_00460; ERWE_CDS_00470; Erum0560
RPE	C1A603	Gemmatimonas aurantiaca	GAU_0621
RPE	P57603	Buchnera aphidicola	Ribulose-phosphate 3-epimerase
RPE	Q89A59	Buchnera aphidicola	Ribulose-phosphate 3-epimerase
RPE	Q8K940	Buchnera aphidicola	Ribulose-phosphate 3-epimerase
RPE	B8D9W0	Buchnera aphidicola	Ribulose-phosphate 3-epimerase
RPE	B8D862	Buchnera aphidicola	Ribulose-phosphate 3-epimerase
RPE	Q056Z4	Buchnera aphidicola	Ribulose-phosphate 3-epimerase
RPE	A9R4A6	Yersinia pestis	YP_0157; YpAngola_A3723; YPO0155; y3938
RPE	Q74Y24	Yersinia pestis	YP_0157; YpAngola_A3723; YPO0155; y3938
RPE	Q0WKE7	Yersinia pestis	YP_0157; YpAngola_A3723; YPO0155; y3938
RPE	Q8CZJ6	Yersinia pestis	YP_0157; YpAngola_A3723; YPO0155; y3938
RPE	B8ZUM7	Mycobacterium leprae	Ribulose-phosphate 3-epimerase
RPE	Q9CCP9	Mycobacterium leprae	Ribulose-phosphate 3-epimerase
